city,country,latitude,longitude,temperature,humidity (%),cloudiness (%),wind_speed (kmph)
kindu,cd,-2,25,21,97,88,0
andros,gr,37,24,13,71,0,4
obluche,ru,,,,,,
kem,ru,2,33,16,100,44,1
la pila,mx,-1,-80,24,83,75,4
fenoarivo,mg,-18,47,16,93,20,2
simplicio mendes,br,-7,-41,22,94,12,2
podosinovets,ru,60,47,-5,91,92,2
macusani,pe,-14,-70,12,100,24,0
bondowoso,id,-7,113,25,93,8,1
hirara,jp,24,125,22,94,75,9
dire,ml,9,38,12,87,20,1
dalmatovo,ru,56,62,-22,65,0,1
rosetown,ca,51,-107,-17,58,0,1
san angelo,us,31,-100,5,59,1,2
karauzyak,uz,,,,,,
vendome,fr,45,-112,-8,72,1,2
fraserburgh,gb,57,-2,3,97,48,6
bezhta,ru,42,46,-9,73,0,0
petropavlovka,ru,50,105,-30,33,0,0
vrangel,ru,42,133,-8,100,0,8
novosil,ru,52,37,1,99,92,5
vygonichi,ru,53,34,0,98,80,3
sao joao da barra,br,-21,-41,24,100,24,6
colan,pe,7,-80,28,68,0,5
ayagoz,kz,47,80,-23,51,0,1
ust-karsk,ru,52,118,-37,0,20,1
niquero,cu,20,-77,26,97,0,4
turukhansk,ru,65,87,-15,70,88,3
nandu,cn,31,119,4,100,90,2
borama,so,,,,,,
mala,pe,-12,-76,18,99,36,1
birnin kebbi,ng,12,4,19,37,0,4
kon tum,vn,14,108,20,88,12,1
gaoua,bf,10,-3,18,47,0,1
bezhanitsy,ru,56,29,0,96,80,5
koygorodok,ru,60,51,-6,91,80,1
esna,eg,45,27,-1,99,64,1
koulikoro,ml,12,-7,17,51,0,1
petropavlovskoye,ru,46,142,-5,79,75,4
grande-riviere,ca,,,,,,
suwalki,pl,54,22,4,97,88,6
lovozero,ru,68,35,-7,75,88,1
bay roberts,ca,47,-53,-5,85,75,11
marsh harbour,bs,26,-77,25,100,48,9
ortona,it,42,14,5,93,0,1
zhengjiatun,cn,43,123,-23,54,0,1
nueva imperial,cl,-38,-72,14,87,0,2
el real de santa maria,pa,8,-77,27,85,8,3
greenville,us,34,-82,1,92,90,4
baijiantan,cn,45,85,-31,37,20,1
subaytilah,tn,,,,,,
santa barbara,bo,34,-119,15,53,1,3
springfield,us,37,-93,-1,65,1,2
liwale,tz,-9,37,23,89,88,2
jiangyou,cn,31,104,0,90,92,1
maebaru,jp,33,130,7,56,75,1
naliya,in,23,68,15,89,0,1
troy,us,42,-73,-3,68,1,1
limbe,cm,-15,35,22,90,20,1
kwekwe,zw,-18,29,18,99,92,1
letlhakane,bw,-21,25,19,93,8,6
guilin,cn,25,110,3,93,90,3
chardara,kz,,,,,,
gashua,ng,12,11,18,37,0,4
tramandai,br,-29,-50,22,67,64,5
dongsheng,cn,29,112,0,94,92,3
dunda,tz,30,78,7,93,44,2
altamira,br,-3,-52,24,94,44,1
pennagaram,in,12,77,15,94,0,1
dargaville,nz,-35,173,20,71,12,7
kayes,ml,14,-11,17,42,0,2
olutanga,ph,7,122,28,100,0,2
shawnee,us,35,-96,2,58,1,1
cherepanovo,ru,54,83,-24,39,0,1
elliot lake,ca,46,-82,-1,92,90,4
bolshaya chernigovka,ru,,,,,,
lushunkou,cn,,,,,,
bakchar,ru,57,82,-22,49,48,1
vila franca do campo,pt,37,-25,18,88,40,5
maghama,mr,,,,,,
umea,se,63,20,3,100,90,6
dekar,bw,-21,21,23,20,68,5
vila praia de ancora,pt,41,-8,10,100,8,2
changchun,cn,43,125,-20,70,0,1
warren,us,42,-83,-3,69,1,2
tyubuk,ru,56,60,-15,52,36,1
leirvik,fo,59,5,3,80,76,10
zarate,ar,-13,-76,20,82,40,3
skalistyy,ru,,,,,,
huallanca,pe,-9,-76,8,52,0,2
kruisfontein,za,-34,24,15,91,0,3
ventspils,lv,57,21,3,100,90,2
cukai,my,4,103,26,94,75,1
lebedinyy,ru,58,125,-26,69,68,1
mount gambier,au,-37,140,21,49,0,7
russas,br,-4,-37,25,83,36,3
montes altos,br,-5,-47,23,94,44,2
rockland,us,42,-70,-1,60,32,5
launceston,au,-41,147,21,46,75,2
wenling,cn,28,121,8,100,92,3
tolbazy,ru,54,55,-5,79,90,3
malacacheta,br,-17,-42,16,100,92,3
rantepao,id,-2,119,22,95,12,1
bayan,kw,47,107,-30,29,32,2
joensuu,fi,62,29,-2,100,90,5
juybar,ir,36,52,12,93,0,0
chinchani,in,16,74,17,93,20,1
la poza,mx,29,-110,22,35,40,1
coroico,bo,-16,-67,12,9,75,4
koungou,yt,,,,,,
mbandaka,cd,0,18,22,100,12,1
limulunga,zm,-15,23,18,98,56,2
sao miguel do araguaia,br,-13,-50,24,84,24,3
cocobeach,ga,1,9,28,83,20,2
cazaje,ao,,,,,,
wenatchee,us,47,-120,0,92,90,0
da lat,vn,11,108,18,94,76,1
beberibe,br,-4,-38,28,78,75,3
nyaunglebin,mm,17,96,20,95,12,1
msanga,tz,-6,36,20,94,75,3
kabare,cd,-1,29,15,100,92,1
bolshiye klyuchishchi,ru,,,,,,
porto novo,cv,-23,-45,17,88,0,3
nogliki,ru,51,143,-8,100,68,10
las varas,mx,21,-105,25,78,40,2
mysliborz,pl,52,14,5,97,92,9
tutoia,br,-2,-42,26,86,44,3
fresnillo,mx,23,-102,15,47,20,2
grand forks,us,47,-97,-10,87,1,3
zhmerynka,ua,49,28,-1,100,90,3
omsukchan,ru,62,155,-37,0,0,1
aliaga,tr,15,120,28,58,40,4
horqueta,py,-23,-57,27,54,12,2
along,in,28,94,7,53,0,0
catuday,ph,16,119,26,100,0,3
rantauprapat,id,2,99,22,94,24,0
oistins,bb,13,-59,26,69,20,9
almaznyy,ru,48,40,1,96,40,6
regen,de,48,13,2,99,92,4
acapulco,mx,16,-99,27,83,75,1
ankang,cn,32,108,-5,84,88,1
hammerfest,no,70,23,-1,92,75,2
kyzyl-mazhalyk,ru,51,90,-33,39,24,1
ojhar,in,20,73,7,82,0,0
koson,uz,39,65,7,100,90,1
milkovo,ru,41,24,0,75,44,0
sai buri,th,6,101,24,100,75,1
lobito,ao,-12,13,17,97,44,0
waw,sd,,,,,,
weston,us,41,-73,0,62,1,2
seredka,ru,58,38,-4,93,88,6
easton,us,42,-71,-1,60,32,5
ifakara,tz,-8,36,21,99,92,1
folldal,no,62,10,-3,87,88,5
mae sai,th,20,99,21,100,75,0
barahona,do,18,-71,27,99,48,7
troitskiy,ru,45,38,4,100,36,2
neokhorion,gr,41,23,-6,73,44,0
suceveni,ro,46,27,0,73,90,4
arroyos y esteros,py,-25,-57,27,57,0,1
tura,ru,25,90,11,84,0,1
port elizabeth,za,39,-74,0,60,1,2
provideniya,ru,64,-173,-12,60,20,9
sinkat,sd,,,,,,
sivas,tr,39,37,2,90,75,7
benito juarez,mx,28,-111,24,29,0,2
grenville,gd,45,-74,-1,68,20,6
arona,es,45,8,-2,80,0,3
topolobampo,mx,25,-109,21,64,5,5
yar-sale,ru,66,70,-9,90,88,6
mocuba,mz,-16,36,23,89,80,1
wajir,ke,1,40,22,95,44,1
ngama,td,,,,,,
junin,ar,-16,-71,8,47,8,1
ugoofaaru,mv,5,73,28,100,0,1
gwadar,pk,25,62,19,96,0,4
akhmeta,ge,42,45,6,93,90,0
florianopolis,br,-27,-48,23,69,40,4
mbaiki,cf,3,17,21,95,8,0
kingisepp,ru,59,28,1,91,88,3
itarantim,br,-15,-40,20,97,92,5
karangampel,id,-6,108,26,100,36,1
ust-kalmanka,ru,52,83,-26,47,8,0
yabelo,et,4,38,18,89,56,1
haapu,pf,,,,,,
mlowo,tz,-9,33,17,99,88,1
verkhnyaya khava,ru,51,39,1,100,90,5
maun,bw,-19,23,21,77,0,4
lagos,ng,6,3,26,87,12,3
sal rei,cv,16,-22,22,83,20,4
grafton,au,-29,152,29,45,12,4
shilka,ru,51,116,-34,48,32,1
libourne,fr,44,0,7,93,40,3
san lazaro,py,18,-88,25,94,20,1
kluczbork,pl,50,18,5,96,92,7
mulchen,cl,-37,-72,14,77,24,1
whitecourt,ca,54,-115,-6,79,75,1
brokopondo,sr,5,-54,24,100,0,1
matay,eg,28,30,5,82,0,1
mariental,na,52,10,5,97,92,9
pokrovsk,ru,48,37,3,96,100,5
pulaski,us,35,-87,2,100,90,4
umarkot,in,25,69,15,87,0,1
sungairaya,id,0,108,25,91,44,1
dumas,us,21,72,16,87,0,3
aklavik,ca,68,-135,-17,77,90,1
trelew,ar,-43,-65,25,27,0,3
bandipur,in,11,76,15,91,0,0
veseloyarsk,ru,51,81,-29,29,0,1
yingkou,cn,40,122,-14,100,48,1
blytheville,us,35,-89,0,84,1,4
auchi,ng,7,6,23,87,20,1
morros,br,-2,-44,26,88,20,2
beyneu,kz,45,55,-9,81,44,1
mithi,pk,24,69,13,83,0,1
alamor,ec,-4,-80,28,73,90,0
dryden,ca,49,-92,-9,92,90,3
nurota,uz,40,65,3,93,80,2
white rock,ca,49,-122,7,76,90,1
akdepe,tm,42,59,-6,79,0,2
senno,by,57,27,1,86,68,3
ulu-telyak,ru,54,56,-7,90,88,1
santiago,br,-33,-70,22,35,0,6
kodar,in,16,79,20,94,0,1
zvishavane,zw,-20,30,19,99,92,1
thoen,th,17,99,19,99,64,1
verkh-usugli,ru,52,115,-37,0,12,1
santarem,br,,,,,,
dzilam gonzalez,mx,21,-88,23,87,100,3
phek,in,25,94,7,83,0,1
hays,us,38,-99,-1,78,1,4
saint-pierre,re,48,4,6,93,75,5
papillion,us,41,-96,-5,99,1,2
urbana,us,40,-88,-4,87,1,2
fryazino,ru,55,38,0,100,90,3
tripoli,ly,37,22,9,95,88,2
belaya kholunitsa,ru,58,50,-4,91,92,2
netrakona,bd,24,90,11,85,0,0
barrow,us,-38,-60,22,30,8,4
uyskoye,ru,54,60,-15,51,48,1
jaque,pa,,,,,,
loveland,us,40,-105,0,43,1,2
kaitong,cn,44,123,-23,52,8,1
tosya,tr,41,34,0,95,92,2
ambunti,pg,-4,142,24,100,92,1
bredasdorp,za,-34,20,14,93,0,1
ayame,ci,5,-3,25,95,24,2
batken,kg,40,70,0,73,68,1
jutai,br,-1,-47,23,97,76,1
guaraniacu,br,-25,-52,19,65,20,1
iroquois falls,ca,48,-80,-10,85,90,1
gerardmer,fr,48,6,5,65,75,4
francisco beltrao,br,-26,-53,19,64,36,1
casian,ph,44,28,1,100,75,2
paz de ariporo,co,,,,,,
svencioneliai,lt,55,26,2,95,92,6
bokhan,ru,53,103,-34,45,8,1
panuco,mx,22,-102,15,47,20,1
senj,hr,45,13,5,93,0,4
bordighera,it,43,7,16,21,5,6
uspenka,ru,48,39,1,93,88,5
wisconsin rapids,us,44,-89,-8,73,1,2
bhinmal,in,25,72,11,71,0,0
loanda,br,-22,-53,23,58,0,3
machala,ec,-3,-79,28,73,90,0
mokrousovo,ru,55,66,-26,48,0,1
muborak,uz,39,65,5,100,88,1
lawrenceville,us,38,-87,-1,60,1,4
asosa,et,10,34,20,45,20,2
terrasini,it,38,13,16,72,40,12
tsiroanomandidy,mg,-18,46,14,88,8,1
oktyabrskoye,ru,56,85,-24,76,24,1
doembang nangbuat,th,14,100,23,75,44,3
jesus del monte,mx,19,-99,13,66,75,2
butia,br,-21,-47,21,64,0,1
kaeo,nz,-35,173,24,45,24,6
nadvoitsy,ru,63,34,-3,84,92,3
baghmara,in,23,86,6,78,0,1
plerin,fr,48,-2,9,87,90,4
barmer,in,25,71,8,81,0,1
talnakh,ru,69,88,-18,77,76,3
sembakung,id,3,117,26,93,20,1
khoy,ir,38,44,-5,92,36,1
el faiyum,eg,,,,,,
novyye burasy,ru,52,46,-4,92,90,6
kizukuri,jp,40,140,-2,92,75,6
north battleford,ca,52,-108,-17,77,1,1
pitiquito,mx,30,-112,19,43,0,1
dinar,tr,38,30,5,100,75,1
state college,us,40,-77,-4,68,40,0
baruun-urt,mn,46,113,-31,34,24,2
saint-raymond,ca,46,-71,-8,92,80,1
novolvovsk,ru,,,,,,
seddon,nz,-41,174,17,77,0,5
el balyana,eg,,,,,,
nuevitas,cu,21,-77,24,88,20,2
vikindu,tz,-6,39,26,94,20,1
novyy svit,ua,47,38,1,96,76,4
singaparna,id,-7,108,21,98,68,0
umm durman,sd,,,,,,
fevik,no,58,8,3,69,0,4
forestville,ca,48,-69,-11,78,90,2
punto fijo,ve,11,-70,27,60,0,9
trinidad,bo,-33,-56,22,70,92,4
jenison,us,42,-85,-2,77,90,3
mittweida,de,50,12,4,80,92,7
khartoum,sd,15,32,19,32,0,6
ahumada,mx,,,,,,
cagayan de tawi-tawi,ph,,,,,,
pyshma,ru,56,63,-20,54,20,1
russkaya polyana,ru,53,73,-18,84,32,3
lahad datu,my,5,118,25,100,24,1
bursa,tr,40,29,6,100,75,1
new bern,us,35,-77,8,92,90,8
erdenet,mn,49,104,-32,36,0,1
neiafu,to,-18,-173,25,100,0,6
sobinka,ru,55,40,-1,94,88,6
cape canaveral,us,28,-80,20,84,75,5
beruwala,lk,6,79,25,100,100,2
tashtagol,ru,52,87,-27,71,0,1
ustyuzhna,ru,58,36,-4,90,92,3
ahar,ir,38,47,-9,72,48,1
jaromerice nad rokytnou,cz,49,15,4,86,75,3
murdochville,ca,48,-65,-12,83,68,2
ola,ru,59,151,-13,100,0,6
reconquista,ar,-29,-59,26,55,76,3
tongliao,cn,43,122,-22,51,20,1
melilla,es,0,-80,24,83,75,4
mbigou,ga,-1,11,19,97,92,1
pingliang,cn,35,106,-15,65,32,0
peyima,sl,8,-11,20,64,0,1
limoux,fr,43,2,10,81,90,8
sao jose dos campos,br,-23,-45,17,88,0,3
springbok,za,-29,17,10,69,0,2
timbiqui,co,2,-77,24,97,88,1
chapais,ca,49,-74,-12,85,90,4
alexandria,eg,31,-92,6,88,90,2
jasper,ca,33,-87,2,100,92,2
powell,us,40,-83,-4,77,1,3
goderich,sl,43,-81,0,96,80,5
nam som,th,17,102,22,100,75,1
albany,au,42,-73,-3,68,1,1
wasilla,us,61,-149,-4,77,1,1
tarudant,ma,,,,,,
zlitan,ly,32,14,15,88,68,5
strezhevoy,ru,60,77,-13,78,0,5
adrar,dz,27,0,12,40,0,6
prainha,br,-1,-53,26,87,20,1
gondanglegi,id,-7,112,24,97,48,1
mahibadhoo,mv,3,72,28,100,24,3
pokosnoye,ru,55,101,-30,33,44,1
portlethen,gb,57,-2,3,93,0,6
mmabatho,za,-25,25,19,22,64,1
svobodnyy,ru,53,40,0,93,80,6
bourail,nc,-21,165,27,58,48,2
linqing,cn,36,115,-9,70,88,1
puerto castilla,hn,40,-5,4,81,0,1
cazones,mx,20,-97,16,82,90,3
tuggurt,dz,,,,,,
gaillac,fr,43,1,9,87,75,8
xifeng,cn,42,124,-23,51,24,1
makubetsu,jp,42,143,-5,38,20,6
bicester,gb,51,-1,5,87,75,1
qitaihe,cn,45,131,-20,52,0,2
teseney,er,15,36,20,62,0,2
presidente medici,br,-11,-61,25,92,0,0
krasnokamensk,ru,50,118,-35,52,0,1
nibbar,tn,36,8,12,71,20,4
godec,bg,,,,,,
epernay,fr,45,5,7,76,90,4
akhmim,eg,26,31,9,66,0,3
svobody,ru,44,43,1,69,90,7
bowen,au,-20,148,25,94,90,8
forest acres,us,34,-80,2,89,90,1
sibut,cf,5,19,21,71,32,2
hesla,in,24,85,5,78,0,0
namtsy,ru,62,129,-40,65,90,1
koumac,nc,-20,164,27,66,0,5
khatra,in,22,86,10,83,0,1
santa ana,pe,13,-89,24,47,0,2
richards bay,za,-28,32,19,100,100,7
yershov,ru,,,,,,
wukari,ng,7,9,24,34,0,4
den chai,th,17,100,21,100,75,1
sebastian,us,27,-80,21,90,75,4
karkaralinsk,kz,,,,,,
pozoblanco,es,38,-4,10,87,0,1
purranque,cl,-40,-73,15,72,90,4
miguel hidalgo,mx,19,-99,19,42,40,2
tamworth,au,-31,150,31,29,0,3
kharan,pk,28,65,5,84,0,1
cachoeira do sul,br,-30,-52,21,72,8,1
gaurnadi,bd,22,90,13,84,0,2
veinticinco de mayo,ar,-27,-54,22,64,80,1
mezen,ru,65,44,-3,75,76,3
rongcheng,cn,37,122,-7,100,0,1
kuvshinovo,ru,57,34,-2,94,88,2
rastolita,ro,46,24,-3,93,44,0
rathdrum,us,52,-6,4,93,0,5
hillsborough,gd,37,-122,11,77,75,1
red bluff,us,40,-122,10,71,20,1
caracuaro,mx,19,-101,21,43,0,1
mirzapur,bd,25,82,10,93,0,1
puerto rico,co,-26,-55,22,70,8,1
ureki,ge,42,41,11,50,0,10
ereymentau,kz,51,73,-17,74,76,1
gorno-altaysk,ru,51,85,-26,45,0,0
podgornoye,ru,57,82,-18,68,56,1
manama,bh,25,56,22,82,0,2
vichuga,ru,57,41,-4,94,68,5
solsvik,no,,,,,,
voznesenye,ru,61,35,-3,100,92,5
kichmengskiy gorodok,ru,59,45,-5,88,80,2
kortkeros,ru,61,51,-4,92,90,2
alice springs,au,-23,133,33,21,0,4
temirtau,kz,50,72,-11,72,0,4
bayburt,tr,40,40,-12,61,20,1
coquimbo,cl,-29,-71,16,82,0,3
male,mv,50,33,0,99,80,2
tuktoyaktuk,ca,69,-133,-14,84,90,4
gonbad-e qabus,ir,37,55,8,100,12,2
canaries,lc,,,,,,
east wenatchee,us,47,-120,0,92,90,1
las choapas,mx,17,-94,22,88,90,10
capitao poco,br,-1,-47,23,96,88,0
at-bashi,kg,41,75,-12,78,64,0
dikson,ru,73,80,-6,96,76,10
anaconda,us,46,-112,-11,72,1,2
quetzaltepec,mx,,,,,,
massakory,td,13,15,17,29,0,5
dakar,sn,14,-17,23,56,0,5
columbus,us,32,-84,4,85,90,2
manggar,id,-2,108,25,100,0,1
khatanga,ru,71,102,-21,62,68,4
lesogorskiy,ru,61,28,0,91,88,3
gulu,ug,2,32,17,95,64,1
nuevo laredo,mx,27,-99,11,71,5,3
nyakahanga,tz,-1,31,16,99,80,1
stryn,no,61,6,-1,95,88,1
grand-santi,gf,4,-54,23,90,68,1
rincon,an,32,-81,5,88,90,5
staden,be,50,3,7,65,20,7
kuldiga,lv,56,21,3,100,90,2
lengshuitan,cn,26,111,0,100,92,1
sayyan,ye,15,44,2,81,0,0
jawhar,so,19,73,10,85,0,1
buzmeyin,tm,38,58,9,93,90,2
smithers,ca,54,-127,-1,74,20,3
naples,us,26,-81,20,90,75,3
eldikan,ru,,,,,,
mataram,id,-5,105,24,93,36,1
pinar del rio,cu,22,-83,26,69,88,2
gaoual,gn,11,-13,19,80,0,0
kaseda,jp,31,130,7,65,75,1
bogovarovo,ru,58,47,-5,92,88,1
hondo,us,29,-99,7,68,1,3
portobelo,pa,9,-79,26,78,20,3
domoni,km,,,,,,
mazsalaca,lv,57,25,0,95,76,5
gandorhun,sl,8,-10,20,64,0,1
hokitika,nz,-42,170,17,93,36,1
pata,ws,48,17,6,80,80,2
bontang,id,0,117,28,96,0,3
suratgarh,in,29,73,14,68,92,2
edson,ca,53,-116,-5,79,1,1
konevo,ru,41,25,-2,100,20,1
agogo,gh,6,-1,22,95,56,2
bogorodskoye,ru,52,140,-19,50,0,3
birecik,tr,37,37,9,100,90,2
totma,ru,59,42,-7,83,68,4
carauari,br,-4,-66,24,97,32,1
parfino,ru,57,31,0,92,92,3
ivnya,ru,51,36,2,100,90,5
halifax,ca,44,-63,-8,85,75,6
staropyshminsk,ru,56,60,-17,84,44,2
sonipat,in,29,77,11,81,0,1
formosa do rio preto,br,-11,-45,20,94,80,1
russell,nz,-33,-68,18,37,0,2
puerto carreno,co,6,-67,29,62,0,2
poddorye,ru,57,31,0,93,88,4
podyuga,ru,61,40,-7,84,64,5
lapeer,us,43,-83,-4,83,1,3
kilis,tr,36,37,9,100,90,2
pousat,kh,,,,,,
port arthur,us,29,-93,8,76,90,4
fort atkinson,us,42,-88,-7,96,1,1
vysoke,ua,47,38,1,96,76,4
rio novo do sul,br,-20,-40,22,96,80,4
angermunde,de,53,14,5,93,48,9
zagreb,hr,45,15,2,93,0,3
balgazyn,ru,51,95,-34,45,0,0
pismo beach,us,35,-120,13,83,80,4
road town,vg,18,-64,25,74,20,4
gunjur,gm,13,-16,22,78,0,2
gorno-chuyskiy,ru,,,,,,
constitucion,cl,23,-104,14,35,5,2
manono,cd,-7,27,18,97,88,1
aragarcas,br,-15,-52,22,90,32,3
duldurga,ru,50,113,-30,31,32,1
kewanee,us,41,-89,-5,87,1,1
ferrol,es,43,-8,6,100,90,2
peresichna,ua,50,35,2,100,90,4
naryan-mar,ru,67,53,-7,79,32,6
aksarka,ru,66,67,-11,90,68,4
aksarayskiy,ru,46,48,-4,100,90,7
yueyang,cn,29,113,1,100,92,2
revelstoke,ca,50,-118,-2,68,90,1
tres picos,mx,16,-93,23,66,44,5
kissidougou,gn,9,-10,17,69,0,0
szalkszentmarton,hu,46,19,2,80,75,4
tiksi,ru,71,128,-36,59,0,5
tourlaville,fr,49,-1,10,71,75,7
huancayo,pe,-12,-75,8,43,0,1
athy,ie,52,-6,4,93,0,5
nyrad,dk,55,11,3,100,0,5
kamenka,ru,53,44,-4,93,92,6
kytlym,ru,,,,,,
jalu,ly,29,21,9,88,20,1
podor,sn,16,-14,22,33,0,1
delvine,al,39,20,12,93,75,5
tari,pg,12,4,19,37,0,4
horsham,au,-36,142,21,76,0,4
makushino,ru,55,67,-26,45,0,1
bianzhuang,cn,39,112,-18,57,76,1
huangnihe,cn,43,128,-24,55,0,1
pauri,in,30,78,7,93,8,2
urubamba,pe,-13,-72,12,10,20,1
mahebourg,mu,-20,57,23,94,75,2
ambovombe,mg,-25,46,21,99,0,2
tabukiniberu,ki,,,,,,
itoigawa,jp,37,137,5,100,88,4
balyaga,ru,51,108,-24,70,64,1
palmas bellas,pa,9,-80,26,83,20,2
sergiyevsk,ru,53,51,-5,91,76,3
morropon,pe,-5,-79,23,58,8,1
guerrero negro,mx,27,-114,23,47,0,2
uyuni,bo,-20,-66,8,82,92,0
wittlich,de,49,6,3,93,75,1
baoro,cf,5,15,19,51,0,3
terekli-mekteb,ru,44,45,2,97,88,4
ledyard,us,41,-72,0,66,1,6
las cruces,us,-33,-71,16,87,0,1
aras,no,14,44,2,72,0,1
tumen,cn,42,129,-18,58,0,1
qixingtai,cn,30,111,0,90,92,2
san giorgio del sannio,it,41,14,8,87,20,2
mehndawal,in,26,83,7,84,0,1
la asuncion,ve,-1,-78,9,87,48,0
vasilsursk,ru,56,46,-6,94,80,3
vaitape,pf,-16,-151,28,98,32,8
ye,mm,,,,,,
daxian,cn,,,,,,
lyngseidet,no,69,20,-4,85,20,1
union de san antonio,mx,21,-101,19,48,75,1
dubovka,ru,49,44,0,100,90,7
rundu,na,-17,19,19,15,0,4
monroe,us,41,-83,-3,86,1,2
ifo,ng,6,3,26,85,0,2
desaguadero,pe,-16,-69,11,34,0,3
kavalerovo,ru,44,135,-18,57,0,3
akkermanovka,ru,,,,,,
epe,ng,52,7,5,80,20,6
novochernorechenskiy,ru,56,91,-15,76,44,2
billings,us,45,-108,1,37,20,9
le port,re,42,1,0,61,0,1
pindiga,ng,9,10,20,34,0,4
amalapuram,in,16,82,22,88,20,1
zaragoza,es,41,0,8,71,0,7
paamiut,gl,61,-49,-1,100,44,4
buriti alegre,br,-18,-49,23,68,0,5
medina,ph,24,39,17,72,0,1
tortoli,it,39,9,14,41,5,9
neuchatel,ch,,,,,,
tayshet,ru,55,98,-25,60,64,1
acarau,br,,,,,,
semirom,ir,31,51,-13,64,0,0
viljoenskroon,za,-27,26,20,27,92,2
cordoba,ar,5,-73,13,77,32,0
tobias barreto,br,-11,-38,25,86,92,3
lang suan,th,9,99,26,88,20,1
union,ph,47,-123,5,92,90,0
foz,es,43,-7,12,100,32,3
nuzvid,in,16,80,23,88,40,1
athni,in,16,75,20,97,92,1
kattivakkam,in,13,80,23,94,20,1
chavakkad,in,10,76,24,88,75,1
kukmor,ru,56,50,-4,92,88,3
holme,no,53,-2,5,93,75,1
prado,br,-17,-39,24,100,92,9
drayton valley,ca,53,-114,-10,65,8,1
addanki,in,15,79,18,93,0,1
batouri,cm,4,14,19,83,0,1
umm lajj,sa,25,37,15,100,0,3
abai,py,41,68,7,100,90,1
odemis,tr,,,,,,
seka,th,7,36,14,100,92,0
gympie,au,-26,152,22,77,64,2
gornyy,ru,51,48,-9,89,68,2
xai-xai,mz,-25,33,22,100,92,6
belyy,ru,55,32,-1,96,92,3
kuminskiy,ru,58,66,-18,70,8,1
enterprise,us,36,-115,13,43,1,1
leca da palmeira,pt,41,-8,9,81,0,2
pipri,in,24,83,10,97,32,1
kopavogur,is,64,-21,1,80,75,7
tarija,bo,-21,-64,20,64,90,2
formosa,ar,-26,-58,27,69,0,2
bandar,id,-4,104,23,92,88,1
khuldabad,in,20,75,18,55,0,1
sijunjung,id,0,100,21,92,36,0
dalneye konstantinovo,ru,,,,,,
esfahan,ir,32,51,-2,79,0,2
ikom,ng,5,8,21,68,0,1
baiao,br,-2,-49,24,91,44,0
karaman,tr,,,,,,
tsuyama,jp,35,134,4,93,75,5
vagay,ru,57,69,-16,77,32,2
malur,in,13,77,17,93,20,1
atascocita,us,30,-95,8,90,90,1
bud,no,62,6,3,80,92,5
la paz,mx,24,-110,21,68,40,6
tevriz,ru,57,72,-15,72,64,2
nardaran,az,40,50,7,100,90,2
lishui,cn,28,119,1,100,92,1
rocky mount,us,35,-77,2,91,90,8
novokuznetsk,ru,53,87,-27,49,8,1
duekoue,ci,6,-7,24,80,0,2
illela,ne,12,4,20,38,0,4
loding,no,48,12,6,75,75,6
durres,al,41,19,9,87,90,4
hanzhong,cn,33,107,-9,71,76,1
karaj,ir,35,51,7,95,75,0
babanusah,sd,,,,,,
wageningen,sr,51,5,5,80,90,4
sabzevar,ir,36,57,-1,80,0,1
geelong,au,-38,144,19,52,40,5
lazurne,ua,46,34,1,91,88,1
sidrolandia,br,-20,-54,28,51,0,5
orlovskiy,ru,46,42,0,98,80,6
leczyca,pl,52,19,5,93,75,10
bandiagara,ml,14,-3,17,72,0,2
sechenovo,ru,55,45,-5,90,92,4
zhuanghe,cn,39,122,-5,100,56,3
tinskoy,ru,56,96,-23,68,80,1
yashkul,ru,46,45,-2,93,88,3
saint joseph,us,39,-94,-2,84,1,1
ambikapur,in,23,83,7,81,0,1
la serena,cl,-29,-71,16,82,0,3
warqla,dz,,,,,,
galveston,us,40,-86,-3,77,1,2
bulungu,cd,-4,18,20,96,76,1
san benedetto del tronto,it,42,13,5,93,0,1
potam,mx,27,-110,22,46,20,2
jagdalpur,in,19,82,14,90,0,1
sjovegan,no,68,17,-8,92,80,4
isilkul,ru,54,71,-16,69,44,3
cardoso,br,-20,-49,27,47,88,2
wagga wagga,au,-35,147,25,61,40,2
rzhaksa,ru,52,42,-1,96,88,6
tecpan,mx,14,-90,19,68,40,7
gremyachye,ru,,,,,,
pandan,ph,11,122,26,100,48,7
ikwiriri,tz,-7,38,24,98,64,1
certeju de sus,ro,45,22,0,99,92,0
soria,es,41,-2,-3,77,0,1
bo phloi,th,14,99,22,81,88,4
arkadelphia,us,34,-93,3,78,1,2
nalgonda,in,17,79,21,94,32,1
crotone,it,39,17,3,100,90,6
anuradhapura,lk,8,80,21,92,76,2
kletskaya,ru,49,43,-1,95,88,5
busselton,au,-33,115,19,95,0,6
guaruja,br,-23,-46,18,77,0,2
penhold,ca,52,-113,-9,72,75,3
susanville,us,40,-120,0,78,64,1
iskateley,ru,67,53,-7,89,48,6
loukhi,ru,66,33,-2,88,88,2
nuh,in,28,77,11,81,0,1
barra do corda,br,-5,-45,22,100,92,2
dalianwan,cn,39,121,-1,63,36,2
krasnyy kholm,ru,58,37,-3,90,88,4
shimoda,jp,34,138,9,100,75,7
kyle,us,29,-97,7,76,20,2
florian,co,48,-96,-11,92,1,3
viking,ca,53,-111,-19,46,0,1
minna,ng,9,6,23,48,0,3
